CustomerID,Churn,Tenure,TenureCohort,RiskLevel,DaySinceLastOrder,OrderCount,CashbackAmount,SatisfactionScore,Complain,CityTier,Gender,R_Score,F_Score,M_Score,RFM_Score,RFMSegment
53192,0,4.0,Growing (4-6m),STANDARD RISK,1.0,2.0,145.83,3,0,1,Female,5,3,2,10,Potential Loyalists
53193,0,27.0,Loyal (25m+),LOW RISK,11.0,9.0,208.81,5,0,3,Female,1,5,4,10,Potential Loyalists
53194,0,8.0,Established (7-12m),STANDARD RISK,9.0,9.0,151.91,2,0,1,Male,1,5,2,8,At Risk
53195,1,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,167.86,5,0,3,Female,5,3,3,11,Potential Loyalists
53196,0,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,151.59,2,1,1,Female,3,3,2,8,At Risk
53197,0,11.0,Established (7-12m),STANDARD RISK,3.0,8.0,219.34,3,0,1,Male,3,5,5,13,Loyal Customers
53198,0,3.0,New (0-3m),STANDARD RISK,3.0,2.0,180.61,3,0,3,Female,3,3,4,10,Potential Loyalists
53199,0,9.0,Established (7-12m),STANDARD RISK,9.0,12.0,191.46,2,0,1,Male,1,5,4,10,Potential Loyalists
53200,0,7.0,Established (7-12m),STANDARD RISK,8.0,5.0,202.25,2,0,1,Male,1,5,4,10,Potential Loyalists
53201,0,28.0,Loyal (25m+),LOW RISK,2.0,2.0,232.25,4,0,2,Male,4,3,5,12,Potential Loyalists
53202,0,10.0,Established (7-12m),STANDARD RISK,3.0,2.0,213.47,4,1,1,Male,3,3,5,11,Potential Loyalists
53203,0,1.0,New (0-3m),STANDARD RISK,2.0,2.0,145.45,2,0,1,Male,4,3,2,9,At Risk
53204,1,1.0,New (0-3m),STANDARD RISK,2.0,2.0,135.09,3,1,1,Male,4,3,1,8,At Risk
53205,1,1.0,New (0-3m),STANDARD RISK,8.0,10.0,158.48,5,1,1,Male,1,5,3,9,At Risk
53206,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,137.81,3,0,1,Male,5,3,1,9,At Risk
53207,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,153.19,5,0,1,Male,3,3,2,8,At Risk
53208,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,173.51,4,0,3,Male,3,3,4,10,Potential Loyalists
53209,0,12.0,Established (7-12m),STANDARD RISK,6.0,2.0,165.28,2,0,3,Female,2,3,3,8,At Risk
53210,0,3.0,New (0-3m),STANDARD RISK,9.0,3.0,152.2,2,0,1,Male,1,4,2,7,At Risk
53211,0,22.0,Mature (13-24m),LOW RISK,3.0,3.0,206.2,4,0,3,Male,3,4,4,11,Potential Loyalists
53212,0,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,171.47,2,1,3,Female,2,3,3,8,At Risk
53213,0,11.0,Established (7-12m),STANDARD RISK,1.0,2.0,171.8,2,0,1,Male,5,3,3,11,Potential Loyalists
53214,0,24.0,Mature (13-24m),STANDARD RISK,9.0,4.0,157.21,3,1,1,Male,1,5,3,9,At Risk
53215,0,8.0,Established (7-12m),STANDARD RISK,3.0,8.0,211.21,4,0,1,Female,3,5,5,13,Loyal Customers
53216,1,1.0,New (0-3m),STANDARD RISK,1.0,3.0,170.77,3,0,3,Female,5,4,3,12,Potential Loyalists
53217,0,13.0,Mature (13-24m),STANDARD RISK,11.0,12.0,170.53,3,0,1,Female,1,5,3,9,At Risk
53218,0,6.0,Growing (4-6m),MEDIUM RISK,9.0,2.0,178.96,2,0,3,Male,1,3,4,8,At Risk
53219,1,14.0,Mature (13-24m),STANDARD RISK,4.0,2.0,192.96,3,1,3,Male,3,3,4,10,Potential Loyalists
53220,0,12.0,Established (7-12m),STANDARD RISK,9.0,2.0,201.25,2,0,1,Female,1,3,4,8,At Risk
53221,0,1.0,New (0-3m),STANDARD RISK,8.0,2.0,199.12,5,0,1,Female,1,3,4,8,At Risk
53222,0,6.0,Growing (4-6m),MEDIUM RISK,8.0,2.0,236.59,2,0,1,Female,1,3,5,9,At Risk
53223,0,21.0,Mature (13-24m),LOW RISK,8.0,2.0,174.6,5,0,3,Male,1,3,4,8,At Risk
53224,0,14.0,Mature (13-24m),STANDARD RISK,3.0,2.0,229.75,5,1,3,Male,3,3,5,11,Potential Loyalists
53225,0,27.0,Loyal (25m+),STANDARD RISK,4.0,2.0,273.14,3,0,1,Male,3,3,5,11,Potential Loyalists
53226,0,15.0,Mature (13-24m),STANDARD RISK,7.0,13.0,316.41,2,0,2,Male,2,5,5,12,Potential Loyalists
53227,0,31.0,Loyal (25m+),LOW RISK,3.0,3.0,179.05,5,0,3,Male,3,4,4,11,Potential Loyalists
53228,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,212.93,5,0,1,Male,3,3,5,11,Potential Loyalists
53229,0,15.0,Mature (13-24m),STANDARD RISK,11.0,3.0,316.89,3,0,2,Male,1,4,5,10,Potential Loyalists
53230,0,24.0,Mature (13-24m),LOW RISK,3.0,3.0,163.75,4,0,3,Male,3,4,3,10,Potential Loyalists
53231,1,1.0,New (0-3m),STANDARD RISK,8.0,4.0,147.16,4,1,1,Female,1,5,2,8,At Risk
53232,0,10.0,Established (7-12m),STANDARD RISK,6.0,2.0,242.13,5,0,1,Female,2,3,5,10,Potential Loyalists
53233,0,12.0,Established (7-12m),STANDARD RISK,1.0,2.0,203.61,3,1,1,Female,5,3,4,12,Potential Loyalists
53234,0,18.0,Mature (13-24m),STANDARD RISK,5.0,2.0,162.08,3,0,1,Male,2,3,3,8,At Risk
53235,0,21.0,Mature (13-24m),STANDARD RISK,14.0,12.0,262.7,3,1,3,Female,1,5,5,11,Potential Loyalists
53236,0,4.0,Growing (4-6m),MEDIUM RISK,8.0,8.0,178.04,2,0,3,Male,1,5,4,10,Potential Loyalists
53237,0,3.0,New (0-3m),STANDARD RISK,1.0,2.0,151.42,3,0,3,Male,5,3,2,10,Potential Loyalists
53238,1,6.0,Growing (4-6m),STANDARD RISK,3.0,3.0,152.59,3,1,1,Male,3,4,2,9,At Risk
53239,0,17.0,Mature (13-24m),STANDARD RISK,3.0,3.0,193.04,2,0,3,Male,3,4,4,11,Potential Loyalists
53240,0,8.0,Established (7-12m),STANDARD RISK,4.0,5.0,186.42,3,0,1,Female,3,5,4,12,Potential Loyalists
53241,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,150.0,5,0,1,Male,3,3,2,8,At Risk
53242,0,13.0,Mature (13-24m),LOW RISK,7.0,4.0,188.89,4,0,2,Female,2,5,4,11,Potential Loyalists
53243,0,30.0,Loyal (25m+),STANDARD RISK,2.0,2.0,236.03,2,0,1,Male,4,3,5,12,Potential Loyalists
53244,0,14.0,Mature (13-24m),STANDARD RISK,4.0,3.0,148.42,2,1,1,Female,3,4,2,9,At Risk
53245,0,1.0,New (0-3m),STANDARD RISK,8.0,2.0,193.11,5,0,1,Female,1,3,4,8,At Risk
53246,0,3.0,New (0-3m),STANDARD RISK,3.0,3.0,147.97,4,0,3,Male,3,4,2,9,At Risk
53247,0,27.0,Loyal (25m+),STANDARD RISK,3.0,3.0,149.5,2,0,1,Male,3,4,2,9,At Risk
53248,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,175.93,5,0,1,Female,5,3,4,12,Potential Loyalists
53249,0,6.0,Growing (4-6m),MEDIUM RISK,8.0,5.0,178.09,2,0,1,Male,1,5,4,10,Potential Loyalists
53250,0,12.0,Established (7-12m),STANDARD RISK,2.0,2.0,155.57,3,1,1,Male,4,3,3,10,Potential Loyalists
53251,0,8.0,Established (7-12m),STANDARD RISK,1.0,2.0,176.21,5,0,1,Female,5,3,4,12,Potential Loyalists
53252,0,26.0,Loyal (25m+),LOW RISK,17.0,2.0,293.56,5,0,3,Male,1,3,5,9,At Risk
53253,1,1.0,New (0-3m),CRITICAL RISK,9.0,8.0,151.86,2,1,1,Male,1,5,2,8,At Risk
53254,0,1.0,New (0-3m),STANDARD RISK,5.0,2.0,186.8,2,0,3,Female,2,3,4,9,At Risk
53255,0,19.0,Mature (13-24m),STANDARD RISK,2.0,4.0,191.32,3,0,3,Male,4,5,4,13,Loyal Customers
53256,0,1.0,New (0-3m),STANDARD RISK,3.0,2.0,160.05,3,0,1,Male,3,3,3,9,At Risk
53257,1,11.0,Established (7-12m),STANDARD RISK,4.0,2.0,188.97,3,1,3,Female,3,3,4,10,Potential Loyalists
53258,0,8.0,Established (7-12m),STANDARD RISK,5.0,2.0,187.74,2,0,3,Male,2,3,4,9,At Risk
53259,1,19.0,Mature (13-24m),STANDARD RISK,5.0,2.0,323.59,5,1,1,Male,2,3,5,10,Potential Loyalists
53260,0,10.0,Established (7-12m),STANDARD RISK,10.0,2.0,200.87,5,0,3,Male,1,3,4,8,At Risk
53261,0,26.0,Loyal (25m+),STANDARD RISK,3.0,2.0,167.58,2,0,1,Male,3,3,3,9,At Risk
53262,0,1.0,New (0-3m),STANDARD RISK,1.0,3.0,168.64,2,0,1,Female,5,4,3,12,Potential Loyalists
53263,0,3.0,New (0-3m),STANDARD RISK,2.0,2.0,168.35,3,0,1,Female,4,3,3,10,Potential Loyalists
53264,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,178.26,5,0,3,Male,3,3,4,10,Potential Loyalists
53265,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,157.8,2,0,1,Female,3,3,3,9,At Risk
53266,0,28.0,Loyal (25m+),STANDARD RISK,5.0,2.0,179.85,5,1,1,Female,2,3,4,9,At Risk
53267,0,3.0,New (0-3m),STANDARD RISK,2.0,2.0,168.42,2,0,3,Male,4,3,3,10,Potential Loyalists
53268,0,11.0,Established (7-12m),STANDARD RISK,4.0,5.0,152.82,5,1,1,Female,3,5,2,10,Potential Loyalists
53269,0,12.0,Established (7-12m),STANDARD RISK,13.0,5.0,184.8,5,1,1,Female,1,5,4,10,Potential Loyalists
53270,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,168.81,5,0,1,Female,3,3,3,9,At Risk
53271,0,9.0,Established (7-12m),STANDARD RISK,3.0,2.0,150.72,2,0,3,Female,3,3,2,8,At Risk
53272,0,4.0,Growing (4-6m),STANDARD RISK,3.0,2.0,163.33,3,0,1,Male,3,3,3,9,At Risk
53273,0,14.0,Mature (13-24m),LOW RISK,8.0,4.0,167.44,4,0,1,Female,1,5,3,9,At Risk
53274,0,8.0,Established (7-12m),STANDARD RISK,3.0,2.0,190.0,5,0,3,Female,3,3,4,10,Potential Loyalists
53275,0,16.0,Mature (13-24m),STANDARD RISK,10.0,15.0,309.3,2,0,1,Male,1,5,5,11,Potential Loyalists
53276,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,141.01,5,1,1,Male,5,3,2,10,Potential Loyalists
53277,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,151.94,4,0,1,Male,5,3,2,10,Potential Loyalists
53278,0,26.0,Loyal (25m+),STANDARD RISK,5.0,2.0,156.49,3,0,1,Female,2,3,3,8,At Risk
53279,0,24.0,Mature (13-24m),STANDARD RISK,4.0,2.0,301.39,3,0,1,Male,3,3,5,11,Potential Loyalists
53280,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,148.19,5,1,1,Female,5,3,2,10,Potential Loyalists
53281,0,7.0,Established (7-12m),STANDARD RISK,8.0,2.0,241.91000000000005,3,0,1,Male,1,3,5,9,At Risk
53282,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,178.24,5,0,3,Female,3,3,4,10,Potential Loyalists
53283,0,21.0,Mature (13-24m),STANDARD RISK,1.0,4.0,292.52,2,1,1,Female,5,5,5,15,Loyal Customers
53284,0,10.0,Established (7-12m),STANDARD RISK,6.0,2.0,177.28,4,0,1,Female,2,3,4,9,At Risk
53285,0,3.0,New (0-3m),STANDARD RISK,8.0,2.0,152.0,3,0,1,Male,1,3,2,6,Lost Customers
53286,1,21.0,Mature (13-24m),STANDARD RISK,9.0,14.0,317.46,4,1,1,Male,1,5,5,11,Potential Loyalists
53287,0,9.0,Established (7-12m),STANDARD RISK,3.0,3.0,150.06,3,0,1,Female,3,4,2,9,At Risk
53288,0,16.0,Mature (13-24m),STANDARD RISK,3.0,2.0,185.62,2,1,1,Female,3,3,4,10,Potential Loyalists
53289,1,1.0,New (0-3m),STANDARD RISK,2.0,3.0,168.82,3,0,1,Male,4,4,3,11,Potential Loyalists
53290,0,10.0,Established (7-12m),STANDARD RISK,5.0,2.0,146.43,4,0,2,Male,2,3,2,7,At Risk
53291,0,6.0,Growing (4-6m),STANDARD RISK,9.0,7.0,186.62,3,0,1,Female,1,5,4,10,Potential Loyalists
53292,0,14.0,Mature (13-24m),STANDARD RISK,1.0,2.0,175.94,3,0,1,Male,5,3,4,12,Potential Loyalists
53293,0,4.0,Growing (4-6m),MEDIUM RISK,1.0,2.0,193.77,2,1,1,Female,5,3,4,12,Potential Loyalists
53294,0,19.0,Mature (13-24m),STANDARD RISK,1.0,2.0,147.74,3,0,1,Female,5,3,2,10,Potential Loyalists
53295,0,16.0,Mature (13-24m),LOW RISK,9.0,8.0,169.34,4,0,1,Male,1,5,3,9,At Risk
53296,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,187.88,5,0,1,Male,3,3,4,10,Potential Loyalists
53297,0,8.0,Established (7-12m),STANDARD RISK,4.0,2.0,150.53,2,0,1,Female,3,3,2,8,At Risk
53298,1,13.0,Mature (13-24m),STANDARD RISK,8.0,8.0,201.54,2,0,3,Female,1,5,4,10,Potential Loyalists
53299,1,19.0,Mature (13-24m),STANDARD RISK,4.0,8.0,176.6,2,0,3,Male,3,5,4,12,Potential Loyalists
53300,0,17.0,Mature (13-24m),LOW RISK,1.0,2.0,296.59,5,0,1,Male,5,3,5,13,Loyal Customers
53301,0,1.0,New (0-3m),CRITICAL RISK,9.0,2.0,253.08,2,1,1,Male,1,3,5,9,At Risk
53302,0,9.0,Established (7-12m),STANDARD RISK,3.0,2.0,227.21,3,0,1,Male,3,3,5,11,Potential Loyalists
53303,0,2.0,New (0-3m),STANDARD RISK,6.0,8.0,172.79,4,1,3,Female,2,5,3,10,Potential Loyalists
53304,0,8.0,Established (7-12m),STANDARD RISK,3.0,2.0,162.37,2,0,2,Male,3,3,3,9,At Risk
53305,1,1.0,New (0-3m),STANDARD RISK,8.0,2.0,148.66,3,1,1,Female,1,3,2,6,Lost Customers
53306,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,142.06,2,0,1,Male,5,3,2,10,Potential Loyalists
53307,0,25.0,Loyal (25m+),STANDARD RISK,18.0,5.0,288.07,3,0,3,Female,1,5,5,11,Potential Loyalists
53308,0,18.0,Mature (13-24m),LOW RISK,4.0,3.0,184.33,4,0,1,Male,3,4,4,11,Potential Loyalists
53309,0,1.0,New (0-3m),STANDARD RISK,2.0,2.0,159.24,5,0,1,Male,4,3,3,10,Potential Loyalists
53310,0,7.0,Established (7-12m),STANDARD RISK,9.0,2.0,165.37,5,0,3,Male,1,3,3,7,At Risk
53311,0,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,150.59,5,0,1,Female,4,3,2,9,At Risk
53312,0,10.0,Established (7-12m),STANDARD RISK,12.0,5.0,187.01,2,1,3,Male,1,5,4,10,Potential Loyalists
53313,0,6.0,Growing (4-6m),MEDIUM RISK,4.0,2.0,169.03,2,0,3,Male,3,3,3,9,At Risk
53314,0,4.0,Growing (4-6m),MEDIUM RISK,4.0,2.0,162.61,2,0,1,Male,3,3,3,9,At Risk
53315,0,27.0,Loyal (25m+),STANDARD RISK,5.0,2.0,234.34,2,1,3,Female,2,3,5,10,Potential Loyalists
53316,0,19.0,Mature (13-24m),STANDARD RISK,3.0,2.0,232.61,5,1,3,Male,3,3,5,11,Potential Loyalists
53317,0,6.0,Growing (4-6m),STANDARD RISK,4.0,2.0,176.75,3,0,1,Female,3,3,4,10,Potential Loyalists
53318,0,26.0,Loyal (25m+),STANDARD RISK,1.0,2.0,263.26,2,0,1,Female,5,3,5,13,Loyal Customers
53319,0,11.0,Established (7-12m),STANDARD RISK,1.0,2.0,188.34,3,0,3,Male,5,3,4,12,Potential Loyalists
53320,0,2.0,New (0-3m),STANDARD RISK,5.0,2.0,174.36,2,0,2,Male,2,3,4,9,At Risk
53321,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,172.75,2,0,1,Male,3,4,3,10,Potential Loyalists
53322,0,18.0,Mature (13-24m),STANDARD RISK,3.0,2.0,153.18,2,1,1,Male,3,3,2,8,At Risk
53323,0,16.0,Mature (13-24m),STANDARD RISK,3.0,3.0,150.15,2,1,1,Male,3,4,2,9,At Risk
53324,0,10.0,Established (7-12m),STANDARD RISK,4.0,2.0,148.42,5,0,2,Male,3,3,2,8,At Risk
53325,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,166.94,5,1,3,Male,3,3,3,9,At Risk
53326,0,9.0,Established (7-12m),STANDARD RISK,16.0,2.0,231.85,3,1,1,Female,1,3,5,9,At Risk
53327,1,1.0,New (0-3m),STANDARD RISK,9.0,8.0,145.22,4,1,1,Female,1,5,2,8,At Risk
53328,0,6.0,Growing (4-6m),MEDIUM RISK,3.0,2.0,148.14,2,0,1,Male,3,3,2,8,At Risk
53329,0,1.0,New (0-3m),STANDARD RISK,4.0,2.0,167.56,5,0,3,Male,3,3,3,9,At Risk
53330,0,23.0,Mature (13-24m),LOW RISK,3.0,2.0,160.8,5,0,1,Female,3,3,3,9,At Risk
53331,0,1.0,New (0-3m),STANDARD RISK,5.0,4.0,156.62,2,0,1,Male,2,5,3,10,Potential Loyalists
53332,0,6.0,Growing (4-6m),STANDARD RISK,4.0,6.0,190.24,4,0,3,Male,3,5,4,12,Potential Loyalists
53333,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,153.99,4,0,3,Male,3,3,3,9,At Risk
53334,0,16.0,Mature (13-24m),STANDARD RISK,4.0,2.0,177.31,2,1,1,Female,3,3,4,10,Potential Loyalists
53335,0,5.0,Growing (4-6m),MEDIUM RISK,3.0,2.0,148.56,2,1,1,Male,3,3,2,8,At Risk
53336,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,153.0,3,1,3,Female,3,3,2,8,At Risk
53337,0,27.0,Loyal (25m+),STANDARD RISK,3.0,2.0,243.36,2,0,3,Male,3,3,5,11,Potential Loyalists
53338,0,9.0,Established (7-12m),STANDARD RISK,9.0,2.0,234.03,4,0,1,Male,1,3,5,9,At Risk
53339,0,11.0,Established (7-12m),STANDARD RISK,1.0,2.0,154.73,2,0,3,Female,5,3,3,11,Potential Loyalists
53340,0,27.0,Loyal (25m+),STANDARD RISK,9.0,4.0,267.75,2,0,1,Female,1,5,5,11,Potential Loyalists
53341,0,17.0,Mature (13-24m),STANDARD RISK,3.0,3.0,180.62,2,0,1,Female,3,4,4,11,Potential Loyalists
53342,0,21.0,Mature (13-24m),STANDARD RISK,8.0,8.0,170.37,2,1,3,Female,1,5,3,9,At Risk
53343,0,11.0,Established (7-12m),STANDARD RISK,10.0,2.0,201.42,4,1,3,Male,1,3,4,8,At Risk
53344,0,24.0,Mature (13-24m),LOW RISK,8.0,15.0,304.24,5,0,1,Male,1,5,5,11,Potential Loyalists
53345,0,13.0,Mature (13-24m),STANDARD RISK,5.0,2.0,177.04,2,0,2,Female,2,3,4,9,At Risk
53346,0,7.0,Established (7-12m),STANDARD RISK,4.0,2.0,147.77,4,1,2,Male,3,3,2,8,At Risk
53347,1,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,152.95,2,1,1,Male,4,3,2,9,At Risk
53348,0,3.0,New (0-3m),STANDARD RISK,4.0,2.0,150.32,2,0,1,Female,3,3,2,8,At Risk
53349,0,18.0,Mature (13-24m),STANDARD RISK,2.0,8.0,150.59,5,1,1,Male,4,5,2,11,Potential Loyalists
53350,0,2.0,New (0-3m),STANDARD RISK,3.0,2.0,174.08,2,0,3,Male,3,3,4,10,Potential Loyalists
53351,1,21.0,Mature (13-24m),STANDARD RISK,1.0,2.0,148.8,2,1,1,Male,5,3,2,10,Potential Loyalists
53352,0,17.0,Mature (13-24m),LOW RISK,1.0,2.0,172.65,4,0,1,Female,5,3,3,11,Potential Loyalists
53353,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,145.44,3,0,3,Female,3,3,2,8,At Risk
53354,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,151.93,2,0,1,Female,5,3,2,10,Potential Loyalists
53355,0,10.0,Established (7-12m),STANDARD RISK,12.0,5.0,190.86,2,1,1,Male,1,5,4,10,Potential Loyalists
53356,0,21.0,Mature (13-24m),STANDARD RISK,3.0,2.0,157.94,2,1,3,Female,3,3,3,9,At Risk
53357,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,166.71,3,1,1,Female,3,3,3,9,At Risk
53358,1,5.0,Growing (4-6m),MEDIUM RISK,1.0,2.0,152.78,2,1,1,Female,5,3,2,10,Potential Loyalists
53359,0,2.0,New (0-3m),STANDARD RISK,3.0,3.0,148.77,3,0,1,Female,3,4,2,9,At Risk
53360,1,3.0,New (0-3m),STANDARD RISK,3.0,3.0,149.04,5,1,1,Male,3,4,2,9,At Risk
53361,0,1.0,New (0-3m),STANDARD RISK,1.0,2.0,148.18,3,0,1,Female,5,3,2,10,Potential Loyalists
53362,0,8.0,Established (7-12m),STANDARD RISK,1.0,2.0,145.08,4,0,1,Male,5,3,2,10,Potential Loyalists
53363,0,16.0,Mature (13-24m),STANDARD RISK,4.0,2.0,187.44,3,0,3,Female,3,3,4,10,Potential Loyalists
53364,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,152.99,5,1,1,Male,3,3,2,8,At Risk
53365,0,31.0,Loyal (25m+),STANDARD RISK,3.0,2.0,230.52,4,1,1,Female,3,3,5,11,Potential Loyalists
53366,0,5.0,Growing (4-6m),STANDARD RISK,3.0,6.0,148.29,3,0,3,Male,3,5,2,10,Potential Loyalists
53367,0,9.0,Established (7-12m),STANDARD RISK,8.0,2.0,165.14,2,1,1,Female,1,3,3,7,At Risk
53368,0,23.0,Mature (13-24m),LOW RISK,8.0,2.0,199.03,4,0,1,Female,1,3,4,8,At Risk
53369,0,22.0,Mature (13-24m),STANDARD RISK,1.0,2.0,147.59,3,0,1,Male,5,3,2,10,Potential Loyalists
53370,0,5.0,Growing (4-6m),STANDARD RISK,1.0,2.0,194.32,3,0,3,Female,5,3,4,12,Potential Loyalists
53371,0,10.0,Established (7-12m),STANDARD RISK,2.0,2.0,171.78,2,0,1,Male,4,3,3,10,Potential Loyalists
53372,0,12.0,Established (7-12m),STANDARD RISK,12.0,6.0,260.82,5,0,1,Female,1,5,5,11,Potential Loyalists
53373,0,6.0,Growing (4-6m),STANDARD RISK,3.0,2.0,148.32,4,0,1,Female,3,3,2,8,At Risk
53374,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,149.13,4,1,3,Male,5,3,2,10,Potential Loyalists
53375,0,14.0,Mature (13-24m),LOW RISK,3.0,2.0,222.05,4,0,3,Male,3,3,5,11,Potential Loyalists
53376,0,1.0,New (0-3m),STANDARD RISK,8.0,2.0,167.94,5,0,3,Male,1,3,3,7,At Risk
53377,0,15.0,Mature (13-24m),STANDARD RISK,18.0,3.0,172.21,5,1,1,Male,1,4,3,8,At Risk
53378,0,10.0,Established (7-12m),STANDARD RISK,10.0,4.0,150.19,3,0,1,Male,1,5,2,8,At Risk
53379,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,146.21,4,1,3,Male,5,3,2,10,Potential Loyalists
53380,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,154.73,5,0,1,Male,5,3,3,11,Potential Loyalists
53381,0,5.0,Growing (4-6m),MEDIUM RISK,6.0,9.0,183.55,2,1,1,Female,2,5,4,11,Potential Loyalists
53382,0,14.0,Mature (13-24m),STANDARD RISK,1.0,2.0,161.17,4,1,1,Male,5,3,3,11,Potential Loyalists
53383,0,6.0,Growing (4-6m),STANDARD RISK,4.0,7.0,192.25,5,0,1,Female,3,5,4,12,Potential Loyalists
53384,1,1.0,New (0-3m),CRITICAL RISK,3.0,4.0,228.25,2,1,3,Male,3,5,5,13,Loyal Customers
53385,0,7.0,Established (7-12m),STANDARD RISK,5.0,2.0,194.49,2,0,1,Female,2,3,4,9,At Risk
53386,1,1.0,New (0-3m),STANDARD RISK,3.0,12.0,231.09,3,0,3,Male,3,5,5,13,Loyal Customers
53387,0,19.0,Mature (13-24m),LOW RISK,9.0,2.0,169.47,4,0,1,Male,1,3,3,7,At Risk
53388,0,3.0,New (0-3m),STANDARD RISK,3.0,2.0,146.57,2,0,3,Female,3,3,2,8,At Risk
53389,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,171.01,3,0,3,Female,5,3,3,11,Potential Loyalists
53390,0,26.0,Loyal (25m+),STANDARD RISK,9.0,8.0,295.99,2,0,1,Male,1,5,5,11,Potential Loyalists
53391,1,21.0,Mature (13-24m),STANDARD RISK,1.0,2.0,149.79,3,0,1,Male,5,3,2,10,Potential Loyalists
53392,0,27.0,Loyal (25m+),STANDARD RISK,3.0,16.0,273.52,3,0,3,Male,3,5,5,13,Loyal Customers
53393,0,4.0,Growing (4-6m),STANDARD RISK,8.0,8.0,197.64,3,0,3,Male,1,5,4,10,Potential Loyalists
53394,0,12.0,Established (7-12m),STANDARD RISK,4.0,2.0,181.66,2,1,3,Female,3,3,4,10,Potential Loyalists
53395,0,9.0,Established (7-12m),STANDARD RISK,9.0,2.0,203.23,2,0,3,Male,1,3,4,8,At Risk
53396,0,13.0,Mature (13-24m),STANDARD RISK,8.0,2.0,203.8,3,0,3,Male,1,3,4,8,At Risk
53397,1,4.0,Growing (4-6m),STANDARD RISK,1.0,2.0,256.94,4,1,3,Female,5,3,5,13,Loyal Customers
53398,0,21.0,Mature (13-24m),STANDARD RISK,8.0,3.0,175.67,3,1,1,Male,1,4,4,9,At Risk
53399,0,10.0,Established (7-12m),STANDARD RISK,8.0,2.0,175.79,2,0,3,Male,1,3,4,8,At Risk
53400,1,1.0,New (0-3m),STANDARD RISK,3.0,2.0,148.21,5,1,1,Male,3,3,2,8,At Risk
53401,0,7.0,Established (7-12m),STANDARD RISK,1.0,7.0,299.44,3,0,3,Male,5,5,5,15,Loyal Customers
53402,1,1.0,New (0-3m),STANDARD RISK,1.0,2.0,149.04,5,1,1,Female,5,3,2,10,Potential Loyalists
53403,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,159.52,2,0,1,Female,3,3,3,9,At Risk
53404,0,19.0,Mature (13-24m),STANDARD RISK,3.0,2.0,147.7,2,0,1,Female,3,3,2,8,At Risk
53405,0,24.0,Mature (13-24m),STANDARD RISK,4.0,2.0,298.99,2,0,1,Male,3,3,5,11,Potential Loyalists
53406,0,7.0,Established (7-12m),STANDARD RISK,3.0,2.0,179.88,4,1,1,Female,3,3,4,10,Potential Loyalists
53407,0,15.0,Mature (13-24m),STANDARD RISK,12.0,2.0,319.19,3,0,1,Male,1,3,5,9,At Risk
53408,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,153.11,4,0,1,Female,3,4,2,9,At Risk
53409,0,19.0,Mature (13-24m),STANDARD RISK,9.0,2.0,161.33,5,1,1,Male,1,3,3,7,At Risk
53410,0,21.0,Mature (13-24m),STANDARD RISK,8.0,2.0,166.63,2,1,3,Female,1,3,3,7,At Risk
53411,1,1.0,New (0-3m),STANDARD RISK,2.0,2.0,146.32,3,1,1,Female,4,3,2,9,At Risk
53412,0,24.0,Mature (13-24m),STANDARD RISK,6.0,2.0,264.73,3,1,1,Male,2,3,5,10,Potential Loyalists
53413,0,12.0,Established (7-12m),STANDARD RISK,3.0,2.0,151.84,3,0,1,Male,3,3,2,8,At Risk
53414,0,20.0,Mature (13-24m),STANDARD RISK,8.0,2.0,233.45,3,0,1,Male,1,3,5,9,At Risk
